岗位名称,岗位职责,职业代码
项目经理,工作描述： 1.掌握项目合同，特别是交货范围内，成本控制，项目规范，执行程序、文件要求、质量要求、工程进度、交货时间等 2.组织项目会议（开工会，内部会议，客检等）； 3.文件管理：例如项目进度报告，包括项目执行计划，与内部和外部客户的邮件往来管理，竣工资料等；  4.项目材料提前预采购锁定价格，满足项目材料成本控制  5.收集和提交图纸/质量文件与客户确认，按合同及客户要求的进度完成  6.跟踪生产状态，检查并确认生产计划是否满足工期要求  7.根据技术协议检查产品质量（与QC）  8.装运通知客户，完成发货，协调现场工程师为客户安装指导服务  9.控制和跟踪项目成本与货款；  9.1在SAP中项目实际成本与预算成本分析  9.2负责项目开票与及时收回所有货款,0
项目经理,工作描述： 1.掌握项目合同，特别是交货范围内，成本控制，项目规范，执行程序、文件要求、质量要求、工程进度、交货时间等 2.组织项目会议（开工会，内部会议，客检等），制定项目计划，项目节点控制协调资源确保； 3.文件管理：例如项目进度报告，包括项目执行计划，与内部和外部客户的邮件往来管理，竣工资料等；  4.项目材料提前预采购锁定价格，满足项目材料成本控制  5.收集和提交图纸/质量文件与客户确认，按合同及客户要求的进度完成  6.跟踪生产状态，检查并确认生产计划是否满足工期要求  7.根据技术协议检查产品质量（与QC）  8.装运通知客户，完成发货，协调现场工程师为客户安装指导服务  9.控制和跟踪项目成本与货款；  9.1在SAP中项目实际成本与预算成本分析  9.2负责项目开票与及时收回所有货款,0
项目经理,工作描述： 1.掌握项目合同，特别是交货范围内，成本控制，项目规范，执行程序、文件要求、质量要求、工程进度、交货时间等 2.组织项目会议（开工会，内部会议，客检等），制定项目计划，项目节点控制协调资源确保； 3.文件管理：例如项目进度报告，包括项目执行计划，与内部和外部客户的邮件往来管理，竣工资料等；  4.项目材料提前预采购锁定价格，满足项目材料成本控制  5.收集和提交图纸/质量文件与客户确认，按合同及客户要求的进度完成  6.跟踪生产状态，检查并确认生产计划是否满足工期要求  7.根据技术协议检查产品质量（与QC）  8.装运通知客户，完成发货，协调现场工程师为客户安装指导服务  9.控制和跟踪项目成本与货款；  9.1在SAP中项目实际成本与预算成本分析  9.2负责项目开票与及时收回所有货款,0
项目管理工程师,工作描述： 公司简介：德国STEULER-KCH于2010年在中国投资成立的专业防腐公司，亚洲最大的防腐材料生产基地，为客户提供防腐蚀方案设计，设备制作，材料供应及施工等整套系统服务。 1、项目成本核算及项目跟踪及处理，下单到出货的整个过程 2、基于对项目商务及技术信息要求的充分了解前提下，编制项目实施计划书，定期召开项目执行进展会议 3、项目信息系统录入，物料、施工进度查询，掌控项目执行情况 4、监督并确认项目规划及运行管理等，包括项目评估，成本控制，进度控制，质量，风险预警及采购进度管理等 5、协调与项目有关的各部门落实项目计划，有效运作确保按照公司及客户要求的进度执行，提高项目完成效率 6、负责对内与对外的所有沟通和协调工作 7、统计项目目标的达成情况 工作业绩： 贵州紫金水银洞金矿450t/d预氧化铁技改项目 南通中集80台巴西储罐防腐施工项目 台山核电TER罐防腐施工项目 离职原因：                                 合同到期,0
项目工程师,工作描述： 1. 协助项目主管准备张家港新厂区建设项目申报工作资料 2. 联系设计院及相关部门召开新厂区项目规划会议并确认新厂区规划图及相关设备布置图与工艺流程图等  3. 做好新建项目设备供应商考察工作 4. 编制新建项目设备采购进度表 5. 老厂锅炉改造项目编制前期可行性及预算方案  6. 项目改造期间的监督管理工作，及时沟通解决现场可能出现的问题，确保改建项目建设进度、质量按公司要求进行  7. 负责对外及内部的协调及管理工作 8. 负责改造过程中的资料收集、整理、归档依据分包合同对分包单位进行管理  9. 参与项目安装与竣工验收工作 业绩描述： 1、上海晶华新材料股份有限公司锅炉改造项目 2、苏州晶华新材料科技有限公司新厂区建设项目,0
项目工程师,工作描述： 上海华谊集团装备工程有限公司是上海华谊（集团）公司旗下二级全资子公司，专业从事石化、炼油、化肥、橡胶、核电等行业各类压力容器制造及化工企业运行保障和维修安装服务，公司具有五十年化工设备的专业制造及维修经验，是国家机械工业部首批认定的中国化工机械行业十八家骨干企业之一。 1. 熟悉化工行业压力容器非标设备规范（ASME） 2. 熟悉化工行业压力容器非标设备设计，采购，加工，装配流程 3. 在研发部门曾参与过大项目的机加工艺图绘制，焊接工艺卡等制作 4. 在销售部门参与项目前期客户拜访，技术方案交流，技术方案制作，BOM清单整理及报价（有一定的招投标经验） 5. 在项目部门期间协助项目经理编制项目总体进度计划，定期召开项目进度会议，协调与相关相关的部门落实项目分计划进度，及时有效的完成公司及客户对于项目工作 6、项目全过程跟踪把控，每周定期向客户汇报项目进展周报 7、负责对内与对外的所有沟通和协调工作 业绩描述： 1、英威达尼龙化纤反应釜新建项目 2、烟台万华老厂整体搬迁项目,0
项目/销售工程师,工作描述： 上海华谊集团装备工程有限公司是上海华谊（集团）公司旗下二级全资子公司，专业从事石化、炼油、化肥、橡胶、核电等行业各类压力容器制造及化工企业运行保障和维修安装服务，公司具有五十年化工设备的专业制造及维修经验，是国家机械工业部首批认定的中国化工机械行业十八家骨干企业之一。 1. 熟悉化工行业压力容器非标设备规范（ASME） 2. 熟悉化工行业压力容器非标设备设计，采购，加工，装配流程 3. 在研发部门曾参与过大项目的机加工艺图绘制，焊接工艺卡等制作 4. 在销售部门参与项目前期客户拜访，技术方案交流，技术方案制作，BOM清单整理及报价（有一定的招投标经验） 5. 在项目部门期间协助项目经理编制项目总体进度计划，定期召开项目进度会议，协调与相关相关的部门落实项目分计划进度，及时有效的完成公司及客户对于项目工作的要求 6、协助项目经理对项目全过程跟踪把控及风险预警，每周定期汇报项目进展状态 7、负责对内与对外的所有沟通和协调工作 工作业绩： 1、英威达尼龙化纤反应釜新建项目 2、烟台万华老厂整体搬迁项目  离职原因：                                 跳槽,0
学生实践,工作描述： 在南汽汽车制造车间实习,0
学生实践,工作描述： 在南汽汽车制造车间实习,0
java开发工程师,工作描述： IT服务(系统/数据/维护) 工作描述：&lt;1&gt;配合项目主管完成JAVA项目的开发、维护工作； &lt;2&gt;参与业务逻辑的设计，Oracle数据库的数据管理； &lt;3&gt;采用轻量级web前端管理框架设计页面；,1
java开发工程师,工作描述： IT服务(系统/数据/维护) 工作描述：配合项目主管完成JAVA项目的开发、维护工作； 参与产品需求研讨及分析和客户进行沟通探讨 采用轻量级web前端管理框架设计页面； 完成模块功能开发及测试 模块代码调优 参与数据库表设计和管理 根据产品需求编写相应的技术文档和产品完成后的操作文档,1
java开发工程师,工作描述： &lt;1&gt;参与系统rest接口的开发 &lt;2&gt;系统代码调优，系统部署 &lt;3&gt;参与数据库表设计,1
软件测试工程师,工作描述： 工作成就 1、协调各个部门沟通讨论，整理出一套适用于本公司的性能测试准入准出标准 2、完成性能测试各文档模板的整理工作、以及SVN目录结构的整理工作 3、制定了一套性能脚本规范流程 4、认真完成领导分配的性能需求任务，积极组织开展性能需求研讨会，讨论分析需求测试点的可行性、部署架构、预期目标、参与人力等问题，以会议纪要文档形分发给各参会人员确认性能测试的各个细节 5、认真完成项目的人力评估、测试计划、测试方案、测试案例、脚本详审、测试报告等文档 6、积极与基础运维同事沟通性能测试环境问题，独立完成项目部署、监控部署工作 7、按时完成脚本编写、调试工作，并按测试场景执行测试 8、整理测试结果，分析测试报告，积极配合架构师定位性能瓶颈，完成调优工作 项目经验： 项目名称：蜂巢 项目任务：性能测试需求分析，性能测试计划、测试案例编写，性能测试环境准备  项目描述：该系统属于佰仟线上提单系统，系统主要包括客户端接入录单、影像上传、短信认证等分类业务处理功能，用户以B/S方式访问系统 。 软件运行环境：Linux、Tomcat、MYsql、JAVA、Redis 项目职责： 1. 业务、系统架构层面性能需求调研、可行性分析； 2. 制定性能测试计划及性能测试方案设计； 3. 生产环境数据统计与分析，建立性能测试模型，设计性能测试场景； 4. 编写、评审性能测试用例（主要针对单场景、混合场景）； 5. 性能测试脚本录制、编写、调试，设计压力场景并执行，系统资源监控； 6. 输出性能测试报告，结合LR、Jmeter工具测试结果及服务器zabbix监控日志，分析定位性能瓶颈及潜在性能风险； 7. 根据性能缺陷提出优化建议、方案，对产品整体风险进行评估，度量产品质量 项目名称：统一登录平台 项目任务：性能测试需求分析，性能测试计划、测试案例编写，性能测试环境准备  项目描述：该系统属于佰仟系统登陆中心指挥平台，系统主要包括用户单点登陆、系统鉴权、用户活跃度、与公司OA系统对接，展示公告等功能。 软件运行环境一：Linux、Tomcat、Oracle、JAVA、Memcached 软件运行环境二：Docker、Tomcat、Oracle、JAVA、Memcached 项目职责 1.性能需求调研、可行性分析 2. 制定性能测试计划及性能测试方案设计 3.设计性能测试场景 4. 编写、评审性能测试用例 5. 性能测试脚本录制、编写、调试，设计压力场景并执行，系统资源监控 6．分别在Linux、Docker环境执行测试 7．收集测试结果，整理测试报告，对比两个环境的性能情况,1
